"iso3c","raw_name","prop_diet","production_system","species","diet"
"XKO","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"XKO","wheat",0.065,"aquaculture","salmon","plant-dominant"
"XKO","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"KWT","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"KWT","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"KWT","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"KWT","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"KWT","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"KWT","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"KWT","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"KWT","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"KWT","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"KWT","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"KWT","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"KWT","other",0.004,"aquaculture","salmon","plant-dominant"
"KWT","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"KWT","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"KWT","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"KWT","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"KWT","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"KWT","wheat",0.065,"aquaculture","salmon","plant-dominant"
"KWT","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"KGZ","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"KGZ","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"KGZ","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"KGZ","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"KGZ","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"KGZ","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"KGZ","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"KGZ","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"KGZ","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"KGZ","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"KGZ","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"KGZ","other",0.004,"aquaculture","salmon","plant-dominant"
"KGZ","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"KGZ","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"KGZ","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"KGZ","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"KGZ","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"KGZ","wheat",0.065,"aquaculture","salmon","plant-dominant"
"KGZ","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"LAO","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"LAO","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"LAO","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"LAO","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"LAO","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"LAO","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"LAO","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"LAO","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"LAO","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"LAO","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"LAO","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"LAO","other",0.004,"aquaculture","salmon","plant-dominant"
"LAO","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"LAO","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"LAO","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"LAO","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"LAO","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"LAO","wheat",0.065,"aquaculture","salmon","plant-dominant"
"LAO","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"LVA","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"LVA","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"LVA","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"LVA","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"LVA","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"LVA","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"LVA","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"LVA","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"LVA","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"LVA","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"LVA","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"LVA","other",0.004,"aquaculture","salmon","plant-dominant"
"LVA","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"LVA","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"LVA","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"LVA","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"LVA","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"LVA","wheat",0.065,"aquaculture","salmon","plant-dominant"
"LVA","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"LBN","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"LBN","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"LBN","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"LBN","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"LBN","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"LBN","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"LBN","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"LBN","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"LBN","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"LBN","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"LBN","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"LBN","other",0.004,"aquaculture","salmon","plant-dominant"
"LBN","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"LBN","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"LBN","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"LBN","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"LBN","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"LBN","wheat",0.065,"aquaculture","salmon","plant-dominant"
"LBN","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"LSO","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"LSO","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"LSO","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"LSO","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"LSO","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"LSO","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"LSO","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"LSO","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"LSO","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"LSO","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"LSO","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"LSO","other",0.004,"aquaculture","salmon","plant-dominant"
"LSO","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"LSO","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"LSO","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"LSO","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"LSO","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"LSO","wheat",0.065,"aquaculture","salmon","plant-dominant"
"LSO","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"LBR","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"LBR","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"LBR","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"LBR","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"LBR","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"LBR","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"LBR","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"LBR","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"LBR","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"LBR","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"LBR","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"LBR","other",0.004,"aquaculture","salmon","plant-dominant"
"LBR","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"LBR","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"LBR","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"LBR","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"LBR","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"LBR","wheat",0.065,"aquaculture","salmon","plant-dominant"
"LBR","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"LBY","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"LBY","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"LBY","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"LBY","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"LBY","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"LBY","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"LBY","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"LBY","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"LBY","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"LBY","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"LBY","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"LBY","other",0.004,"aquaculture","salmon","plant-dominant"
"LBY","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"LBY","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"LBY","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"LBY","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"LBY","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"LBY","wheat",0.065,"aquaculture","salmon","plant-dominant"
"LBY","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"LIE","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"LIE","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"LIE","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"LIE","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"LIE","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"LIE","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"LIE","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"LIE","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"LIE","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"LIE","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"LIE","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"LIE","other",0.004,"aquaculture","salmon","plant-dominant"
"LIE","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"LIE","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"LIE","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"LIE","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"LIE","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"LIE","wheat",0.065,"aquaculture","salmon","plant-dominant"
"LIE","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"LTU","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"LTU","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"LTU","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"LTU","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"LTU","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"LTU","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"LTU","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"LTU","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"LTU","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"LTU","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"LTU","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"LTU","other",0.004,"aquaculture","salmon","plant-dominant"
"LTU","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"LTU","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"LTU","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"LTU","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"LTU","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"LTU","wheat",0.065,"aquaculture","salmon","plant-dominant"
"LTU","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"LUX","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"LUX","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"LUX","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"LUX","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"LUX","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"LUX","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"LUX","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"LUX","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"LUX","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"LUX","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"LUX","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"LUX","other",0.004,"aquaculture","salmon","plant-dominant"
"LUX","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"LUX","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"LUX","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"LUX","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"LUX","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"LUX","wheat",0.065,"aquaculture","salmon","plant-dominant"
"LUX","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"MAC","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"MAC","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"MAC","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"MAC","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"MAC","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"MAC","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"MAC","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"MAC","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"MAC","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"MAC","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"MAC","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"MAC","other",0.004,"aquaculture","salmon","plant-dominant"
"MAC","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"MAC","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"MAC","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"MAC","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"MAC","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"MAC","wheat",0.065,"aquaculture","salmon","plant-dominant"
"MAC","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"MKD","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"MKD","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"MKD","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"MKD","faba beans",0.036,"aquaculture","salmon","plant-dominant"
"MKD","fish meal, cut offs",0.033,"aquaculture","salmon","plant-dominant"
"MKD","fish meal, forage fish",0.088,"aquaculture","salmon","plant-dominant"
"MKD","fish oil, cut offs",0.02,"aquaculture","salmon","plant-dominant"
"MKD","fish oil, forage fish",0.083,"aquaculture","salmon","plant-dominant"
"MKD","guar meal",0.043,"aquaculture","salmon","plant-dominant"
"MKD","linseed oil",0.013,"aquaculture","salmon","plant-dominant"
"MKD","micro ingredients",0.041,"aquaculture","salmon","plant-dominant"
"MKD","other",0.004,"aquaculture","salmon","plant-dominant"
"MKD","pea flour",0.025,"aquaculture","salmon","plant-dominant"
"MKD","pea protein concentrate",0.014,"aquaculture","salmon","plant-dominant"
"MKD","soy oil",0.004,"aquaculture","salmon","plant-dominant"
"MKD","soy protein concentrate",0.209,"aquaculture","salmon","plant-dominant"
"MKD","sunflower meal",0.034,"aquaculture","salmon","plant-dominant"
"MKD","wheat",0.065,"aquaculture","salmon","plant-dominant"
"MKD","wheat gluten",0.098,"aquaculture","salmon","plant-dominant"
"MDG","canola oil",0.184,"aquaculture","salmon","plant-dominant"
"MDG","coconut oil",0.001,"aquaculture","salmon","plant-dominant"
"MDG","corn gluten meal",0.007,"aquaculture","salmon","plant-dominant"
"MDG","faba beans",0.036,"aquaculture","salmon","plant-dominant"
