BINOMIAL,AOH_name,excluded,ORDER,Red_List_Category_2019,Model_prevalence,Point_prevalence,Number_of_Validation_Points,Point_validation
Phenacomys intermedius,Phenacomys_intermedius,no,RODENTIA,LC,0.961560627674547,0,0,No
Phenacomys ungava,Phenacomys_ungava,no,RODENTIA,LC,0.732095445646465,0,0,No
Reithrodontomys humulis,Reithrodontomys_humulis,no,RODENTIA,LC,0.220031606753456,0,0,No
Sciurus carolinensis,Sciurus_carolinensis,no,RODENTIA,LC,0.558044787225785,0.995004683109585,3203,Yes
Urocitellus armatus,Urocitellus_armatus,no,RODENTIA,LC,0.636762019621423,0.928571428571429,56,Yes
Urocitellus beldingi,Urocitellus_beldingi,no,RODENTIA,LC,0.687666739973592,0.90625,32,Yes
Urocitellus canus,Urocitellus_canus,no,RODENTIA,LC,0.902143233447147,0,0,No
Urocitellus columbianus,Urocitellus_columbianus,no,RODENTIA,LC,0.939393134680932,1,130,Yes
Urocitellus elegans,Urocitellus_elegans,no,RODENTIA,LC,0.786202878688967,0,0,No
Urocitellus richardsonii,Urocitellus_richardsonii,no,RODENTIA,LC,0.880267805411637,1,65,Yes
Callospermophilus saturatus,Callospermophilus_saturatus,no,RODENTIA,LC,0.976108510472624,1,28,Yes
Ictidomys tridecemlineatus,Ictidomys_tridecemlineatus,no,RODENTIA,LC,0.765818155956803,0.974489795918367,196,Yes
Synaptomys borealis,Synaptomys_borealis,no,RODENTIA,LC,0.970097239599241,0,0,No
Synaptomys cooperi,Synaptomys_cooperi,no,RODENTIA,LC,0.963548681285957,0,0,No
Neotamias amoenus,Neotamias_amoenus,no,RODENTIA,LC,0.451947563456553,0,0,No
Neotamias cinereicollis,Neotamias_cinereicollis,no,RODENTIA,LC,0.311660132151371,0,0,No
Neotamias minimus,Neotamias_minimus,no,RODENTIA,LC,0.933118773591542,0,0,No
Neotamias panamintinus,Neotamias_panamintinus,no,RODENTIA,LC,0.305832800284152,0,0,No
Neotamias quadrivittatus,Neotamias_quadrivittatus,no,RODENTIA,LC,0.555666394385569,0,0,No
Neotamias ruficaudus,Neotamias_ruficaudus,no,RODENTIA,LC,0.76840828970642,0,0,No
Neotamias rufus,Neotamias_rufus,no,RODENTIA,LC,0.64548931582696,0,0,No
Neotamias senex,Neotamias_senex,no,RODENTIA,LC,0.418688890140508,0,0,No
Neotamias sonomae,Neotamias_sonomae,no,RODENTIA,LC,0.865456722667526,0,0,No
Neotamias speciosus,Neotamias_speciosus,no,RODENTIA,LC,0.48380299832303,0,0,No
Tamias striatus,Tamias_striatus,no,RODENTIA,LC,0.611542100385854,0.991559756920999,2962,Yes
Neotamias townsendii,Neotamias_townsendii,no,RODENTIA,LC,0.863275733750176,0,0,No
Thomomys clusius,Thomomys_clusius,no,RODENTIA,LC,0.231524290303426,0,0,No
Thomomys idahoensis,Thomomys_idahoensis,no,RODENTIA,LC,0.658702306973717,0,0,No
Thomomys mazama,Thomomys_mazama,no,RODENTIA,LC,0.984179627529203,0,0,No
Thomomys monticola,Thomomys_monticola,no,RODENTIA,LC,0.882334998415556,0,0,No
Thomomys talpoides,Thomomys_talpoides,no,RODENTIA,LC,0.908227235221999,1,15,Yes
Thomomys townsendii,Thomomys_townsendii,no,RODENTIA,LC,0.952701379917968,0,0,No
Zapus hudsonius,Zapus_hudsonius,no,RODENTIA,LC,0.419220706633914,0.604938271604938,81,Yes
Zapus princeps,Zapus_princeps,no,RODENTIA,LC,0.463192632983597,0.615384615384615,13,Yes
Zapus trinotatus,Zapus_trinotatus,no,RODENTIA,LC,0.96646651050034,0,0,No
Moschus anhuiensis,Moschus_anhuiensis,no,CETARTIODACTYLA,EN,0.866556017273146,0,0,No
Moschus berezovskii,Moschus_berezovskii,no,CETARTIODACTYLA,EN,0.139861765638574,0,0,No
Moschus chrysogaster,Moschus_chrysogaster,no,CETARTIODACTYLA,EN,0.80296216749884,0,0,No
Moschus cupreus,Moschus_cupreus,no,CETARTIODACTYLA,EN,0.840154208247312,0,0,No
Moschus fuscus,Moschus_fuscus,no,CETARTIODACTYLA,EN,0.235376350943359,0,0,No
Moschus leucogaster,Moschus_leucogaster,no,CETARTIODACTYLA,EN,0.593608182653281,0,0,No
Ammospermophilus harrisii,Ammospermophilus_harrisii,no,RODENTIA,LC,0.701723801523713,0.966101694915254,59,Yes
Ammospermophilus interpres,Ammospermophilus_interpres,no,RODENTIA,LC,0.938321787259228,1,11,Yes
Ammospermophilus leucurus,Ammospermophilus_leucurus,no,RODENTIA,LC,0.681600654209267,0.993006993006993,143,Yes
Baiomys musculus,Baiomys_musculus,no,RODENTIA,LC,0.819062133095767,0,0,No
Baiomys taylori,Baiomys_taylori,no,RODENTIA,LC,0.931100974759133,0,0,No
Calomys hummelincki,Calomys_hummelincki,no,RODENTIA,LC,0.79427518421538,0,0,No
Geomys personatus,Geomys_personatus,no,RODENTIA,LC,0.670045202102071,0,0,No
Chaetodipus artus,Chaetodipus_artus,no,RODENTIA,LC,0.112116458843836,0,0,No
Chaetodipus baileyi,Chaetodipus_baileyi,no,RODENTIA,LC,0.83326749239599,0,0,No
Chaetodipus californicus,Chaetodipus_californicus,no,RODENTIA,LC,0.500371620429425,0,0,No
Chaetodipus eremicus,Chaetodipus_eremicus,no,RODENTIA,LC,0.82429865640372,0,0,No
Chaetodipus fallax,Chaetodipus_fallax,no,RODENTIA,LC,0.672492934667284,0,0,No
Chaetodipus formosus,Chaetodipus_formosus,no,RODENTIA,LC,0.724582602063683,0,0,No
Chaetodipus hispidus,Chaetodipus_hispidus,no,RODENTIA,LC,0.790905182901641,1,11,Yes
Chaetodipus intermedius,Chaetodipus_intermedius,no,RODENTIA,LC,0.960958208864048,0,0,No
Chaetodipus nelsoni,Chaetodipus_nelsoni,no,RODENTIA,LC,0.832443148472903,0,0,No
Chaetodipus penicillatus,Chaetodipus_penicillatus,no,RODENTIA,LC,0.816316776949705,1,23,Yes
Chaetodipus pernix,Chaetodipus_pernix,no,RODENTIA,LC,0.184481733303901,0,0,No
Chaetodipus rudinoris,Chaetodipus_rudinoris,no,RODENTIA,LC,0.923245729197107,0,0,No
Chaetodipus spinatus,Chaetodipus_spinatus,no,RODENTIA,LC,0.835133152206324,0,0,No
Cratogeomys castanops,Cratogeomys_castanops,no,RODENTIA,LC,0.995583012971503,0,0,No
Cratogeomys fulvescens,Cratogeomys_fulvescens,no,RODENTIA,LC,0.720729222732273,0,0,No
Cratogeomys fumosus,Cratogeomys_fumosus,no,RODENTIA,LC,0.748495106605346,0,0,No
Cratogeomys goldmani,Cratogeomys_goldmani,no,RODENTIA,LC,0.795721806612422,0,0,No
Cratogeomys merriami,Cratogeomys_merriami,no,RODENTIA,LC,0.797893981417883,0,0,No
Cratogeomys perotensis,Cratogeomys_perotensis,no,RODENTIA,LC,0.774023808771269,0,0,No
Dipodomys deserti,Dipodomys_deserti,no,RODENTIA,LC,0.79892287745724,1,15,Yes
Dipodomys merriami,Dipodomys_merriami,no,RODENTIA,LC,0.713405126089235,1,54,Yes
Dipodomys nelsoni,Dipodomys_nelsoni,no,RODENTIA,LC,0.923586725289322,0,0,No
Dipodomys ordii,Dipodomys_ordii,no,RODENTIA,LC,0.857479362634631,1,24,Yes
Habromys ixtlani,Habromys_ixtlani,no,RODENTIA,CR,0.828420058816244,0,0,No
Handleyomys alfaroi,Handleyomys_alfaroi,no,RODENTIA,LC,0.691161272249053,0,0,No
Handleyomys melanotis,Handleyomys_melanotis,no,RODENTIA,LC,0.737848265609561,0,0,No
Heteromys anomalus,Heteromys_anomalus,no,RODENTIA,LC,0.657708165403396,0,0,No
Heteromys australis,Heteromys_australis,no,RODENTIA,LC,0.775286620092941,0,0,No
Heteromys desmarestianus,Heteromys_desmarestianus,no,RODENTIA,LC,0.664348068494537,0,0,No
Heteromys gaumeri,Heteromys_gaumeri,no,RODENTIA,LC,0.802579414745023,0,0,No
Heteromys oresterus,Heteromys_oresterus,no,RODENTIA,LC,0.451090309522448,0,0,No
Hodomys alleni,Hodomys_alleni,no,RODENTIA,LC,0.130869555030305,0,0,No
Isthmomys pirrensis,Isthmomys_pirrensis,no,RODENTIA,LC,0.988658504701951,0,0,No
Heteromys irroratus,Heteromys_irroratus,no,RODENTIA,LC,0.326511084682201,0,0,No
Heteromys pictus,Heteromys_pictus,no,RODENTIA,LC,0.438514566607426,0,0,No
Heteromys salvini,Heteromys_salvini,no,RODENTIA,LC,0.47312938990077,0,0,No
Melanomys caliginosus,Melanomys_caliginosus,no,RODENTIA,LC,0.731464658184107,0,0,No
Microsciurus alfari,Microsciurus_alfari,no,RODENTIA,LC,0.774290140993916,0,0,No
Microsciurus mimulus,Microsciurus_mimulus,no,RODENTIA,LC,0.891722066546388,0,0,No
Microtus californicus,Microtus_californicus,no,RODENTIA,LC,0.471451513479383,0.681159420289855,69,Yes
Microtus mexicanus,Microtus_mexicanus,no,RODENTIA,LC,0.318052108363659,0,0,No
Myocastor coypus,Myocastor_coypus,no,RODENTIA,LC,0.221188729823249,0.833333333333333,48,Yes
Neacomys tenuipes,Neacomys_tenuipes,no,RODENTIA,LC,0.552909656448214,0,0,No
Necromys urichi,Necromys_urichi,no,RODENTIA,LC,0.912569546324951,0,0,No
Nectomys palmipes,Nectomys_palmipes,no,RODENTIA,LC,0.823272044017383,0,0,No
Neotoma albigula,Neotoma_albigula,no,RODENTIA,LC,0.82048256748206,1,14,Yes
Neotoma chrysomelas,Neotoma_chrysomelas,no,RODENTIA,LC,0.411999149302057,0,0,No
Neotoma devia,Neotoma_devia,no,RODENTIA,LC,0.828642169102323,0,0,No
Neotoma goldmani,Neotoma_goldmani,no,RODENTIA,LC,0.77966246330912,0,0,No
Neotoma leucodon,Neotoma_leucodon,no,RODENTIA,LC,0.617136895078506,0,0,No
Neotoma macrotis,Neotoma_macrotis,no,RODENTIA,LC,0.797576429072803,1,30,Yes
Neotoma mexicana,Neotoma_mexicana,no,RODENTIA,LC,0.355046428021816,0,0,No
Neotoma micropus,Neotoma_micropus,no,RODENTIA,LC,0.36228806658328,0,0,No
Neotomodon alstoni,Neotomodon_alstoni,no,RODENTIA,LC,0.388186605875967,0,0,No
Nephelomys albigularis,Nephelomys_albigularis,no,RODENTIA,LC,0.726556831464623,0,0,No
Nephelomys devius,Nephelomys_devius,no,RODENTIA,LC,0.803079352252597,0,0,No
Nyctomys sumichrasti,Nyctomys_sumichrasti,no,RODENTIA,LC,0.629425683706507,0,0,No
Oecomys bicolor,Oecomys_bicolor,no,RODENTIA,LC,0.780442127604518,0,0,No
Oecomys concolor,Oecomys_concolor,no,RODENTIA,LC,0.83643366069528,0,0,No
Peromyscus fraterculus,Peromyscus_fraterculus,no,RODENTIA,LC,0.869601782783345,0,0,No
Neotamias obscurus,Neotamias_obscurus,no,RODENTIA,LC,0.660157397147799,0,0,No
Thomomys bottae,Thomomys_bottae,no,RODENTIA,LC,0.979433587203818,0.980119284294235,503,Yes
Rousettus madagascariensis,Rousettus_madagascariensis,no,CHIROPTERA,VU,0.446117109186376,0,0,No
Pteropus rufus,Pteropus_rufus,no,CHIROPTERA,VU,0.104398952365125,0,0,No
Pipistrellus raceyi,Pipistrellus_raceyi,no,CHIROPTERA,DD,0.32791347771242,0,0,No
Otomops madagascariensis,Otomops_madagascariensis,no,CHIROPTERA,LC,0.507234539438381,0,0,No
Elephas maximus,Elephas_maximus,no,PROBOSCIDEA,EN,0.985438177000812,0,0,No
Oecomys speciosus,Oecomys_speciosus,no,RODENTIA,LC,0.529871771767237,0,0,No
Oecomys trinitatis,Oecomys_trinitatis,no,RODENTIA,LC,0.61924552950093,0,0,No
Oligoryzomys fulvescens,Oligoryzomys_fulvescens,no,RODENTIA,LC,0.71195957798651,0,0,No
Oligoryzomys vegetus,Oligoryzomys_vegetus,no,RODENTIA,LC,0.802893830705087,0,0,No
Onychomys arenicola,Onychomys_arenicola,no,RODENTIA,LC,0.895581495472966,0,0,No
Onychomys leucogaster,Onychomys_leucogaster,no,RODENTIA,LC,0.848122306890919,1,10,Yes
Onychomys torridus,Onychomys_torridus,no,RODENTIA,LC,0.63369836160246,1,11,Yes
Orthogeomys cavator,Orthogeomys_cavator,no,RODENTIA,LC,0.974234733037496,0,0,No
Orthogeomys grandis,Orthogeomys_grandis,no,RODENTIA,LC,0.64651346661235,0,0,No
Orthogeomys heterodus,Orthogeomys_heterodus,no,RODENTIA,LC,0.357019326438306,0,0,No
Orthogeomys hispidus,Orthogeomys_hispidus,no,RODENTIA,LC,0.665771101952573,0,0,No
Orthogeomys underwoodi,Orthogeomys_underwoodi,no,RODENTIA,LC,0.625140499342492,0,0,No
Oryzomys couesi,Oryzomys_couesi,no,RODENTIA,LC,0.272855895278854,0,0,No
Osgoodomys banderanus,Osgoodomys_banderanus,no,RODENTIA,LC,0.430711489887492,0,0,No
Otonyctomys hatti,Otonyctomys_hatti,no,RODENTIA,LC,0.838631858773244,0,0,No
Ototylomys phyllotis,Ototylomys_phyllotis,no,RODENTIA,LC,0.650605207254594,0,0,No
Perognathus amplus,Perognathus_amplus,no,RODENTIA,LC,0.980332699851304,0,0,No
Perognathus flavescens,Perognathus_flavescens,no,RODENTIA,LC,0.900547859059469,0,0,No
Perognathus flavus,Perognathus_flavus,no,RODENTIA,LC,0.848170716468522,0,0,No
Perognathus longimembris,Perognathus_longimembris,no,RODENTIA,LC,0.882458276040367,0,0,No
Perognathus merriami,Perognathus_merriami,no,RODENTIA,LC,0.753680604788665,0,0,No
Peromyscus aztecus,Peromyscus_aztecus,no,RODENTIA,LC,0.634239685481368,0,0,No
Peromyscus beatae,Peromyscus_beatae,no,RODENTIA,LC,0.740255330364372,0,0,No
Peromyscus boylii,Peromyscus_boylii,no,RODENTIA,LC,0.559276028704848,1,19,Yes
Peromyscus californicus,Peromyscus_californicus,no,RODENTIA,LC,0.721317295270154,0,0,No
Peromyscus crinitus,Peromyscus_crinitus,no,RODENTIA,LC,0.933443785876233,0,0,No
Peromyscus difficilis,Peromyscus_difficilis,no,RODENTIA,LC,0.834696985572461,0,0,No
Peromyscus eremicus,Peromyscus_eremicus,no,RODENTIA,LC,0.728273256733213,0.952380952380952,21,Yes
Peromyscus eva,Peromyscus_eva,no,RODENTIA,LC,0.960453176954413,0,0,No
Peromyscus gratus,Peromyscus_gratus,no,RODENTIA,LC,0.588025958641084,0,0,No
Peromyscus guardia,Peromyscus_guardia,no,RODENTIA,CR,0.840592857004873,0,0,No
Peromyscus guatemalensis,Peromyscus_guatemalensis,no,RODENTIA,LC,0.695299830513491,0,0,No
Peromyscus hooperi,Peromyscus_hooperi,no,RODENTIA,LC,0.0232974078277259,0,0,No
Peromyscus hylocetes,Peromyscus_hylocetes,no,RODENTIA,LC,0.12951845884726,0,0,No
Peromyscus leucopus,Peromyscus_leucopus,no,RODENTIA,LC,0.954488455083081,0.989528795811518,191,Yes
Peromyscus levipes,Peromyscus_levipes,no,RODENTIA,LC,0.648091618720487,0,0,No
Peromyscus maniculatus,Peromyscus_maniculatus,no,RODENTIA,LC,0.985330088630707,1,330,Yes
Peromyscus megalops,Peromyscus_megalops,no,RODENTIA,LC,0.438963845924878,0,0,No
Peromyscus melanophrys,Peromyscus_melanophrys,no,RODENTIA,LC,0.549679550859288,0,0,No
Peromyscus melanotis,Peromyscus_melanotis,no,RODENTIA,LC,0.572883196453702,0,0,No
Peromyscus merriami,Peromyscus_merriami,no,RODENTIA,LC,0.614217556418012,0,0,No
Peromyscus mexicanus,Peromyscus_mexicanus,no,RODENTIA,LC,0.500986399963858,0,0,No
Peromyscus nasutus,Peromyscus_nasutus,no,RODENTIA,LC,0.224174854729858,0,0,No
Peromyscus pectoralis,Peromyscus_pectoralis,no,RODENTIA,LC,0.986473397089678,0,0,No
Peromyscus perfulvus,Peromyscus_perfulvus,no,RODENTIA,LC,0.864253092515723,0,0,No
Peromyscus schmidlyi,Peromyscus_schmidlyi,no,RODENTIA,LC,0.641938970628267,0,0,No
Peromyscus spicilegus,Peromyscus_spicilegus,no,RODENTIA,LC,0.526856331767949,0,0,No
Peromyscus stephani,Peromyscus_stephani,no,RODENTIA,CR,0.907163214927185,0,0,No
Peromyscus stirtoni,Peromyscus_stirtoni,no,RODENTIA,LC,0.3301068279804,0,0,No
Peromyscus yucatanicus,Peromyscus_yucatanicus,no,RODENTIA,LC,0.836308163742873,0,0,No
Reithrodontomys brevirostris,Reithrodontomys_brevirostris,no,RODENTIA,LC,0.0700433227744632,0,0,No
Reithrodontomys chrysopsis,Reithrodontomys_chrysopsis,no,RODENTIA,LC,0.545934281157451,0,0,No
Reithrodontomys creper,Reithrodontomys_creper,no,RODENTIA,LC,0.611521985376933,0,0,No
Reithrodontomys darienensis,Reithrodontomys_darienensis,no,RODENTIA,LC,0.689261513592575,0,0,No
Reithrodontomys fulvescens,Reithrodontomys_fulvescens,no,RODENTIA,LC,0.412506397392868,0,0,No
Reithrodontomys gracilis,Reithrodontomys_gracilis,no,RODENTIA,LC,0.666459800976422,0,0,No
Reithrodontomys megalotis,Reithrodontomys_megalotis,no,RODENTIA,LC,0.771156255193508,0.888888888888889,36,Yes
Reithrodontomys mexicanus,Reithrodontomys_mexicanus,no,RODENTIA,LC,0.929556249360685,0,0,No
Reithrodontomys microdon,Reithrodontomys_microdon,no,RODENTIA,LC,0.614988355721941,0,0,No
Reithrodontomys montanus,Reithrodontomys_montanus,no,RODENTIA,LC,0.583628458666167,0,0,No
Reithrodontomys rodriguezi,Reithrodontomys_rodriguezi,no,RODENTIA,LC,0.37214615345203,0,0,No
Reithrodontomys sumichrasti,Reithrodontomys_sumichrasti,no,RODENTIA,LC,0.43572786443633,0,0,No
Reithrodontomys zacatecae,Reithrodontomys_zacatecae,no,RODENTIA,LC,0.594643565264137,0,0,No
Rheomys underwoodi,Rheomys_underwoodi,no,RODENTIA,LC,0.383660439417823,0,0,No
Rhipidomys couesi,Rhipidomys_couesi,no,RODENTIA,LC,0.57091030035362,0,0,No
Sciurus aberti,Sciurus_aberti,no,RODENTIA,LC,0.620499613674627,1,60,Yes
Sciurus alleni,Sciurus_alleni,no,RODENTIA,LC,0.31729201867988,0.466666666666667,30,Yes
Sciurus aureogaster,Sciurus_aureogaster,no,RODENTIA,LC,0.852136626581694,1,226,Yes
Sciurus colliaei,Sciurus_colliaei,no,RODENTIA,LC,0.729575980589559,0.904761904761905,21,Yes
Sciurus deppei,Sciurus_deppei,no,RODENTIA,LC,0.636171712020068,1,18,Yes
Sciurus granatensis,Sciurus_granatensis,no,RODENTIA,LC,0.622277739827474,0.987179487179487,156,Yes
Sciurus griseus,Sciurus_griseus,no,RODENTIA,LC,0.590309025660741,0.975945017182131,291,Yes
Sciurus nayaritensis,Sciurus_nayaritensis,no,RODENTIA,LC,0.400176723188451,1,13,Yes
Sciurus niger,Sciurus_niger,no,RODENTIA,LC,0.418383335207367,0.947296683325761,2201,Yes
Sciurus oculatus,Sciurus_oculatus,no,RODENTIA,LC,0.277413010230471,0,0,No
Sciurus variegatoides,Sciurus_variegatoides,no,RODENTIA,LC,0.898078855964671,0.872340425531915,141,Yes
Sciurus yucatanensis,Sciurus_yucatanensis,no,RODENTIA,LC,0.944734491029688,0.885245901639344,61,Yes
Scotinomys teguina,Scotinomys_teguina,no,RODENTIA,LC,0.493122620554569,0,0,No
Scotinomys xerampelinus,Scotinomys_xerampelinus,no,RODENTIA,LC,0.432663359298073,0,0,No
Sigmodon arizonae,Sigmodon_arizonae,no,RODENTIA,LC,0.583213829942343,0,0,No
Sigmodon fulviventer,Sigmodon_fulviventer,no,RODENTIA,LC,0.984731253405266,0,0,No
Sigmodon hirsutus,Sigmodon_hirsutus,no,RODENTIA,LC,0.619126766378431,0,0,No
Sigmodon hispidus,Sigmodon_hispidus,no,RODENTIA,LC,0.486223903133068,0.728395061728395,162,Yes
Sigmodon leucotis,Sigmodon_leucotis,no,RODENTIA,LC,0.406456148445019,0,0,No
Sigmodon mascotensis,Sigmodon_mascotensis,no,RODENTIA,LC,0.832394688356648,0,0,No
Sigmodon ochrognathus,Sigmodon_ochrognathus,no,RODENTIA,LC,0.253803766839284,0,0,No
Sigmodon toltecus,Sigmodon_toltecus,no,RODENTIA,LC,0.285592171575055,0,0,No
Sigmodontomys alfari,Sigmodontomys_alfari,no,RODENTIA,LC,0.888289937488675,0,0,No
Notocitellus annulatus,Notocitellus_annulatus,no,RODENTIA,LC,0.661530231543548,0,0,No
Otospermophilus beecheyi,Otospermophilus_beecheyi,no,RODENTIA,LC,0.432209000234254,0.827041264266901,1139,Yes
Ictidomys mexicanus,Ictidomys_mexicanus,no,RODENTIA,LC,0.755450845737065,1,11,Yes
Xerospermophilus spilosoma,Xerospermophilus_spilosoma,no,RODENTIA,LC,0.846728392359338,1,28,Yes
Xerospermophilus tereticaudus,Xerospermophilus_tereticaudus,no,RODENTIA,LC,0.865159332354127,0.985294117647059,68,Yes
Coendou mexicanus,Coendou_mexicanus,no,RODENTIA,LC,0.638983787693943,0,0,No
Neotamias dorsalis,Neotamias_dorsalis,no,RODENTIA,LC,0.772691644079582,0,0,No
Neotamias merriami,Neotamias_merriami,no,RODENTIA,LC,0.737849150272766,0,0,No
Thomomys umbrinus,Thomomys_umbrinus,no,RODENTIA,LC,0.971471798260107,0,0,No
Transandinomys bolivaris,Transandinomys_bolivaris,no,RODENTIA,LC,0.906772542555991,0,0,No
Transandinomys talamancae,Transandinomys_talamancae,no,RODENTIA,LC,0.652730518225456,0,0,No
Tylomys nudicaudus,Tylomys_nudicaudus,no,RODENTIA,LC,0.597978872498623,0,0,No
Zygodontomys brevicauda,Zygodontomys_brevicauda,no,RODENTIA,LC,0.743520733851954,0,0,No
Voalavo gymnocaudus,Voalavo_gymnocaudus,no,RODENTIA,LC,0.266795080429015,0,0,No
Nesomys rufus,Nesomys_rufus,no,RODENTIA,LC,0.370434668936326,0,0,No
Nesomys lambertoni,Nesomys_lambertoni,no,RODENTIA,EN,0.642610138171765,0,0,No
Nesomys audeberti,Nesomys_audeberti,no,RODENTIA,LC,0.545123988283594,0,0,No
Macrotarsomys petteri,Macrotarsomys_petteri,no,RODENTIA,DD,0.714543539933282,0,0,No
Macrotarsomys ingens,Macrotarsomys_ingens,no,RODENTIA,EN,0.398686474609374,0,0,No
Macrotarsomys bastardi,Macrotarsomys_bastardi,no,RODENTIA,LC,0.474198210788521,0,0,No
Gymnuromys roberti,Gymnuromys_roberti,no,RODENTIA,LC,0.555759661955415,0,0,No
Eliurus ellermani,Eliurus_ellermani,no,RODENTIA,DD,0.41510185992055,0,0,No
Eliurus danieli,Eliurus_danieli,no,RODENTIA,LC,0.00723208664650712,0,0,No
Brachyuromys betsileoensis,Brachyuromys_betsileoensis,no,RODENTIA,LC,0.0139513269941807,0,0,No
Brachytarsomys albicauda,Brachytarsomys_albicauda,no,RODENTIA,LC,0.573858943141836,0,0,No
Fossa fossana,Fossa_fossana,no,CARNIVORA,VU,0.738922717500401,0,0,No
Galidia elegans,Galidia_elegans,no,CARNIVORA,LC,0.776813182992652,0,0,No
Galidictis grandidieri,Galidictis_grandidieri,no,CARNIVORA,EN,0.659088735778455,0,0,No
Mungotictis decemlineata,Mungotictis_decemlineata,no,CARNIVORA,EN,0.618648497429798,0,0,No
Chaerephon jobimena,Chaerephon_jobimena,no,CHIROPTERA,LC,0.244694733917691,0,0,No
Scotophilus tandrefana,Scotophilus_tandrefana,no,CHIROPTERA,DD,0.251640830598371,0,0,No
Miniopterus sororculus,Miniopterus_sororculus,no,CHIROPTERA,LC,0.17937955451282,0,0,No
Eidolon dupreanum,Eidolon_dupreanum,no,CHIROPTERA,VU,0.211095500636227,0,0,No
Antilocapra americana,Antilocapra_americana,no,CETARTIODACTYLA,LC,0.862335357799364,0.992481203007519,266,Yes
Atelerix algirus,Atelerix_algirus,no,EULIPOTYPHLA,LC,0.588134494759181,0,0,No
Cynocephalus volans,Cynocephalus_volans,no,DERMOPTERA,LC,0.857720497181022,0,0,No
Echinosorex gymnura,Echinosorex_gymnura,no,EULIPOTYPHLA,LC,0.870059400975958,0,0,No
Erinaceus amurensis,Erinaceus_amurensis,no,EULIPOTYPHLA,LC,0.476008528754082,0,0,No
Erinaceus concolor,Erinaceus_concolor,no,EULIPOTYPHLA,LC,0.528277507545385,0.95,20,Yes
Erinaceus europaeus,Erinaceus_europaeus,no,EULIPOTYPHLA,LC,0.915663941343832,1,2530,Yes
Erinaceus roumanicus,Erinaceus_roumanicus,no,EULIPOTYPHLA,LC,0.763829288158617,1,171,Yes
Galeopterus variegatus,Galeopterus_variegatus,no,DERMOPTERA,LC,0.8606100207037,1,17,Yes
Hemiechinus auritus,Hemiechinus_auritus,no,EULIPOTYPHLA,LC,0.511424894354313,0,0,No
Hemiechinus collaris,Hemiechinus_collaris,no,EULIPOTYPHLA,LC,0.941358620609505,0,0,No
Hylomys megalotis,Hylomys_megalotis,no,EULIPOTYPHLA,DD,0.931866627601113,0,0,No
Hylomys parvus,Hylomys_parvus,no,EULIPOTYPHLA,VU,0.0487103099040095,0,0,No
Hylomys suillus,Hylomys_suillus,no,EULIPOTYPHLA,LC,0.678136610892953,0,0,No
Microtus montebelli,Microtus_montebelli,no,RODENTIA,LC,0.886118518908262,0,0,No
Myodes andersoni,Myodes_andersoni,no,RODENTIA,LC,0.107910049174109,0,0,No
Microtus ilaeus,Microtus_ilaeus,no,RODENTIA,LC,0.963496162868968,0,0,No
Mesechinus dauuricus,Mesechinus_dauuricus,no,EULIPOTYPHLA,LC,0.763017242679001,0,0,No
Neotetracus sinensis,Neotetracus_sinensis,no,EULIPOTYPHLA,LC,0.665750070236834,0,0,No
Paraechinus hypomelas,Paraechinus_hypomelas,no,EULIPOTYPHLA,LC,0.716300267478312,0,0,No
Paraechinus micropus,Paraechinus_micropus,no,EULIPOTYPHLA,LC,0.423024255597645,0,0,No
Paraechinus nudiventris,Paraechinus_nudiventris,no,EULIPOTYPHLA,LC,0.112168672108936,0,0,No
Podogymnura aureospinula,Podogymnura_aureospinula,no,EULIPOTYPHLA,EN,0.931380073454467,0,0,No
Podogymnura truei,Podogymnura_truei,no,EULIPOTYPHLA,LC,0.36429246668247,0,0,No
Sylvilagus varynaensis,Sylvilagus_varynaensis,no,LAGOMORPHA,DD,0.166429847915727,0,0,No
Sylvilagus robustus,Sylvilagus_robustus,no,LAGOMORPHA,VU,0.0513107709256252,0,0,No
Sylvilagus obscurus,Sylvilagus_obscurus,no,LAGOMORPHA,NT,0.925663387618237,0,0,No
Sylvilagus nuttallii,Sylvilagus_nuttallii,no,LAGOMORPHA,LC,0.443223203823392,0.848484848484849,66,Yes
Sylvilagus graysoni,Sylvilagus_graysoni,no,LAGOMORPHA,EN,0.735639122100591,0,0,No
Pronolagus rupestris,Pronolagus_rupestris,no,LAGOMORPHA,LC,0.770541116442313,0,0,No
Pronolagus crassicaudatus,Pronolagus_crassicaudatus,no,LAGOMORPHA,LC,0.610371444719153,0,0,No
Nesolagus timminsi,Nesolagus_timminsi,no,LAGOMORPHA,EN,0.928434226759527,0,0,No
Nesolagus netscheri,Nesolagus_netscheri,no,LAGOMORPHA,DD,0.822212868880897,0,0,No
Lepus yarkandensis,Lepus_yarkandensis,no,LAGOMORPHA,NT,0.941074089917612,0,0,No
Lepus townsendii,Lepus_townsendii,no,LAGOMORPHA,LC,0.739121212663431,1,163,Yes
Lepus starcki,Lepus_starcki,no,LAGOMORPHA,LC,0.551475705044659,0,0,No
Lepus fagani,Lepus_fagani,no,LAGOMORPHA,LC,0.667747400020402,0,0,No
